eng text
confid 0.0034659642312491333
youv 0.008179675585747954
horsesho 0.0011091085539997228
instead 0.00623873561624844
nail 0.00859559129349785
door 0.10245390267572439
youd 0.00984333841674754
kill 0.03992790794399002
ashak 0.0006931928462498268
pipe 0.01220019409399695
still 0.2092056009981977
death 0.037848329405240536
clock 0.005406904200748648
town 0.03951199223624012
boomboomboomtwelv 0.000415915707749896
lick 0.00859559129349785
againstil 0.000415915707749896
twig 0.003604602800499099
snap 0.007209205600998198
dark 0.211978372383197
amongst 0.013032025509496743
tree 0.12422015804796895
—someth 0.000415915707749896
stir 0.021904893941494523
listen 0.05406904200748648
directli 0.0037432413697490643
bare 0.017468459725495634
hear 0.09593788992097602
«meyow 0.000831831415499792
meyow» 0.000831831415499792
soft 0.027727713849993067
light 0.15097740191321227
scrambl 0.007070567031748232
shed 0.01691390544849577
slip 0.03424372660474144
ground 0.05393040343823652
among 0.05781228337723555
sure 0.04602800499098849
enough 0.08082628587272979
ii 0.0103978926937474
tipto 0.0029114099542492723
along 0.13212255649521698
path 0.057673644807985584
toward 0.09427422708997643
garden 0.020934423956744767
stoop 0.016220712602245946
branch 0.02259808678774435
scrape 0.004436434215998891
pass 0.16608900596145848
kitchen 0.011091085539997228
fell 0.0835990572577291
root 0.017052544017745738
nois 0.025509496741993622
scrouch 0.000415915707749896
laid 0.057535006238735614
big 0.062248717593234436
jim 0.10079023984472481
clear 0.05739636766948565
behind 0.12352696520171912
neck 0.023291279633994178
minut 0.04408706502148898
«who 0.003327325661999168
dah» 0.000415915707749896
touch 0.033273256619991684
nearli 0.024816303895743796
close 0.06446693470123388
ankl 0.0037432413697490643
itch 0.004436434215998891
dasnt 0.0038818799389990295
scratch 0.0103978926937474
ear 0.03091640094274227
begun 0.029945930957992514
next 0.053653126299736585
seem 0.2007486482739498
id 0.033273256619991684
ive 0.013725218355746568
plenti 0.0103978926937474
sinc 0.06737834465548316
qualiti 0.003327325661999168
funer 0.009981976985997504
sleep 0.05476223485373631
sleepyif 0.000415915707749896
anywher 0.0074864827394981286
wont 0.021627616802994593
upward 0.007347844170248163
«say 0.0018023014002495495
whar 0.0009704699847497574
cat 0.012893386940246776
ef 0.0047137113544988216
sumfn 0.0015250242617496188
gwyne 0.013863856924996533
agin» 0.0006931928462498268
betwixt 0.0026341328157493413
lean 0.020102592541244975
leg 0.035214196589491195
till 0.08027173159572994
mine 0.023845833910994037
nose 0.01843892971024539
tear 0.02675724386524331
eye 0.20171911825869956
insid 0.029530015250242618
underneath 0.0034659642312491333
miser 0.00623873561624844
seven 0.0207957853874948
eleven 0.0074864827394981286
moren 0.002495494246499376
teeth 0.015111604048246222
readi 0.033273256619991684
breath 0.04339387217523915
heavi 0.033273256619991684
snoreand 0.000415915707749896
comfort 0.025093581034243726
mekind 0.000415915707749896
mouthand 0.000415915707749896
creep 0.009566061278247608
hand 0.23429918203244143
knee 0.02204353251074449
ten 0.031886870927492025
foot 0.0488007763759878
fun 0.008318314154997921
wake 0.02647996672674338
disturb 0.008456952724247886
theyd 0.014557049771246361
resk 0.003188687092749203
slid 0.010120615555247469
five 0.035352835158741165
cent 0.009981976985997504
pay 0.01816165257174546
play 0.03299597948149175
cut 0.0388187993899903
fenc 0.00859559129349785
steep 0.014141134063496465
top 0.030223208096492444
hill 0.08540135865797865
side 0.12103147095521974
hat 0.0420074864827395
hung 0.01968667683349508
limb 0.010120615555247469
afterward 0.011645639816997089
tranc 0.0006931928462498268
rode 0.03895743795924026
state 0.014418411201996396
show 0.06432829613198392
orlean 0.004297795646748925
spread 0.017607098294745598
tire 0.023984472480244004
saddleboil 0.000415915707749896
monstrou 0.003604602800499099
proud 0.013725218355746568
hardli 0.025509496741993622
mile 0.06058505476223485
look 0.35422154443366144
countri 0.04131429363648967
strang 0.04741439068348815
mouth 0.04103701649798974
open 0.10134479412172466
wonder 0.0804103701649799
alway 0.07805351448773049
fire 0.07223069457923194
whenev 0.006377374185498406
happen 0.03424372660474144
«hm 0.000415915707749896
bout 0.014557049771246361
witches» 0.000415915707749896
cork 0.003604602800499099
seat 0.01968667683349508
fivecent 0.000831831415499792
string 0.006516012754748371
charm 0.005684181339248579
devil 0.011091085539997228
give 0.11257451823097185
cure 0.006654651323998336
ruin 0.01996395397199501
servant 0.018577568279495357
stuck 0.014418411201996396
account 0.02703452100374324
edg 0.03230278663524192
hilltop 0.006931928462498267
villag 0.014557049771246361
twinkl 0.0074864827394981286
sick 0.016220712602245946
folk 0.06294191043948426
sparkl 0.0023568556772494108
fine 0.0207957853874948
river 0.09593788992097602
broad 0.014141134063496465
grand 0.006931928462498267
jo 0.0018023014002495495
harper 0.0020795785387494803
ben 0.023568556772494108
roger 0.004020518508248995
two 0.1852211285179537
boy 0.03826424511299043
tanyard 0.0018023014002495495
unhitch 0.000831831415499792
skiff 0.007070567031748232
pull 0.0207957853874948
half 0.06211007902398447
scar 0.0015250242617496188
hillsid 0.005684181339248579
ashor 0.006654651323998336
clump 0.0015250242617496188
bush 0.011091085539997228
swear 0.004990988492998752
secret 0.03285734091224179
hole 0.027450436711493137
thickest 0.0009704699847497574
part 0.0668237903784833
hundr 0.03951199223624012
yard 0.015527519755996118
poke 0.005129627062248718
passag 0.01996395397199501
duck 0.005406904200748648
wall 0.0768057673644808
narrow 0.015250242617496187
damp 0.0037432413697490643
sweati 0.0006931928462498268
stop 0.05808956051573548
«now 0.004575072785248856
gang 0.008179675585747954
oath 0.0058228199084985445
write 0.031886870927492025
blood» 0.000415915707749896
will 0.010813808401497297
sheet 0.010675169832247332
paper 0.025093581034243726
wrote 0.01816165257174546
swore 0.002495494246499376
stick 0.021904893941494523
whichev 0.0013863856924996535
famili 0.029807292388742548
mustnt 0.002495494246499376
hack 0.0030500485234992375
nobodi 0.028004990988493
belong 0.013725218355746568
su 0.000831831415499792
throat 0.009981976985997504
carcass 0.0022182171079994455
burnt 0.0013863856924996535
ash 0.0103978926937474
scatter 0.008872868431997782
blot 0.0020795785387494803
list 0.006516012754748371
blood 0.018023014002495494
mention 0.011784278386247054
curs 0.013447941217246639
forgot 0.011645639816997089
real 0.017052544017745738
beauti 0.032025509496741995
piratebook 0.000415915707749896
robberbook 0.000415915707749896
highton 0.0006931928462498268
thought 0.14903646194371273
idea 0.024261749618743934
pencil 0.004575072785248856
«here 0.0029114099542492723
huck 0.0171911825869957
haint 0.02107306252599473
him» 0.006793289893248302
«well 0.04672119783723832
father» 0.0006931928462498268
«ye 0.009566061278247608
he 0.027450436711493137
father 0.06460557327048384
lay 0.10578122833772355
drunk 0.01635935117149591
hog 0.005684181339248579
more» 0.0020795785387494803
rule 0.02051850824899487
els 0.03382781089699154
fair 0.05393040343823652
squar 0.010120615555247469
other 0.06391238042423403
doeverybodi 0.000415915707749896
stump 0.007070567031748232
offer 0.015111604048246222
watsonthey 0.000415915707749896
«oh 0.015250242617496187
shell 0.005961458477748509
in» 0.0022182171079994455
pin 0.0074864827394981286
finger 0.036461943712740884
«now» 0.0006931928462498268
«what 0.020379869679744905
line 0.056009981976986
busi 0.0388187993899903
gang» 0.0006931928462498268
«noth 0.000415915707749896
robberi 0.0013863856924996535
murder» 0.000415915707749896
«but 0.012616109801746846
robhous 0.000415915707749896
cattl 0.004436434215998891
or« 0.0009704699847497574
«stuff 0.000415915707749896
steal 0.011645639816997089
burglary» 0.000415915707749896
«we 0.0047137113544988216
burglar 0.0006931928462498268
sort 0.02592541244974352
style 0.007902398447248025
highwaymen 0.000415915707749896
stage 0.009981976985997504
carriag 0.006377374185498406
road 0.11451545820047138
mask 0.005129627062248718
watch 0.07389435741023152
money» 0.0018023014002495495
«must 0.000415915707749896
people» 0.000415915707749896
certainli 0.013863856924996533
best 0.047691667821988075
themexcept 0.000415915707749896
bring 0.037293775128240676
theyr 0.014695688340496326
ransomed» 0.000415915707749896
«ransom 0.000415915707749896
what 0.009011507001247747
that» 0.0038818799389990295
«i 0.035352835158741165
weve 0.005268265631498683
do» 0.004297795646748925
is» 0.0030500485234992375
«whi 0.027589075280743103
blame 0.017329821156245668
muddl 0.0006931928462498268
up» 0.0018023014002495495
nation 0.00984333841674754
fellow 0.03937335366699016
ransom 0.0029114099542492723
—that 0.0013863856924996535
perap 0.000415915707749896
dead» 0.0006931928462498268
thatll 0.0011091085539997228
answer 0.10481075835297379
bothersom 0.000415915707749896
theyll 0.004990988492998752
tooeat 0.000415915707749896
loose» 0.0006931928462498268
«how 0.004852349923748787
loos 0.017607098294745598
there 0.019825315402745045
guard 0.028836822403992792
shoot 0.009427422708997643
move 0.056009981976986
peg» 0.000415915707749896
«a 0.0030500485234992375
foolish 0.007625121308748093
club 0.0030500485234992375
here» 0.0038818799389990295
«becaus 0.0023568556772494108
sothat 0.000415915707749896
youthat 0.000415915707749896
correct 0.012616109801746846
em 0.01871620684874532
deal 0.026202689588243448
sir 0.04547345071398863
way» 0.0018023014002495495
«all 0.006931928462498267
fool 0.03036184666574241
anyhow 0.00859559129349785
women 0.02647996672674338
too» 0.004020518508248995
ignor 0.005406904200748648
saw 0.12297241092471926
your 0.01427977263274643
polit 0.007347844170248163
pie 0.007902398447248025
fall 0.06585332039373354
love 0.06987383890198254
home 0.062387356162484406
im 0.026618605295993344
agre 0.007902398447248025
mighti 0.035907389435741024
clutter 0.0011091085539997228
ahead 0.03368917232774158
say» 0.0009704699847497574
tommi 0.005406904200748648
barn 0.003604602800499099
asleep 0.02232080964924442
crybabi 0.000415915707749896
straight 0.028143629557742963
quiet 0.02495494246499376
meet 0.03757105226674061
week 0.021350339664494664
rob 0.006516012754748371
sunday 0.0058228199084985445
begin 0.04810758352973797
settl 0.014557049771246361
fix 0.021211701095244697
elect 0.0015250242617496188
first 0.1547206432829613
captain 0.02564813531124359
second 0.04491889643698877
clumb 0.005545542769998614
crept 0.013447941217246639
break 0.0244003881879939
greas 0.0020795785387494803
clayey 0.000415915707749896
dogtir 0.0006931928462498268
iii 0.004436434215998891
goingov 0.000415915707749896
morn 0.06931928462498267
scold 0.0009704699847497574
clay 0.0038818799389990295
sorri 0.015111604048246222
behav 0.0023568556772494108
awhil 0.005129627062248718
closet 0.0013863856924996535
pray 0.015388881186746153
whatev 0.017468459725495634
fishlin 0.001247747123249688
hook 0.00623873561624844
somehow 0.015666158325246083
deacon 0.001247747123249688
winn 0.000415915707749896
pork 0.0026341328157493413
silver 0.0343823651739914
snuffbox 0.0006931928462498268
stole 0.009288784139747678
fat 0.010813808401497297
self 0.004575072785248856
«spiritu 0.000415915707749896
gifts» 0.000415915707749896
meanti 0.000415915707749896
help 0.06765562179398309
includ 0.009704699847497575
itexcept 0.000415915707749896
worri 0.011784278386247054
sometim 0.028836822403992792
provid 0.008734229862747817
water 0.11146540967697213
hold 0.05351448773048662
knock 0.01580479689449605
chap 0.012061555524746985
ago 0.052544017745736867
lowdown 0.002495494246499376
orneri 0.0037432413697490643
pap 0.0207957853874948
whale 0.0009704699847497574
sober 0.004020518508248995
drownd 0.005961458477748509
twelv 0.00984333841674754
anyway 0.025232219603493693
man 0.180091501455705
size 0.007070567031748232
uncommon 0.0026341328157493413
face 0.12033827810896991
float 0.018300291140995423
buri 0.011229724109247193
bank 0.045750727852488564
woman 0.03826424511299043
dress 0.018993483987245253
uncomfort 0.003604602800499099
month 0.01996395397199501
resign 0.0009704699847497574
pretend 0.006100097046998475
hop 0.007070567031748232
charg 0.010952446970747261
hogdriv 0.000415915707749896
cart 0.0047137113544988216
stuff 0.011645639816997089
market 0.0026341328157493413
hive 0.001663662830999584
«ingots» 0.000415915707749896
turnip 0.001663662830999584
«julery» 0.000415915707749896
powwow 0.0023568556772494108
profit 0.0037432413697490643
sent 0.030500485234992374
blaze 0.013447941217246639
slogan 0.0005545542769998614
news 0.030500485234992374
spi 0.008734229862747817
parcel 0.003327325661999168
spanish 0.004852349923748787
merchant 0.0019409399694995148
arab 0.002772771384999307
camp 0.017052544017745738
hollow 0.015943435463746013
eleph 0.0034659642312491333
camel 0.0019409399694995148
«sumter» 0.000415915707749896
mule 0.000831831415499792
load 0.006931928462498267
dimond 0.001247747123249688
soldier 0.008179675585747954
ambuscad 0.000831831415499792
scoop 0.002495494246499376
slick 0.0020795785387494803
sword 0.04353251074448912
gun 0.0171911825869957
even 0.17454595868570635
turnipcart 0.000415915707749896
scour 0.0018023014002495495
lath 0.001663662830999584
broomstick 0.0005545542769998614
rot 0.0034659642312491333
worth 0.01635935117149591
believ 0.042423402190489394
crowd 0.017745736863995564
spaniard 0.0009704699847497574
saturday 0.003188687092749203
word 0.12532926660196866
rush 0.017052544017745738
sundayschool 0.0030500485234992375
picnic 0.0023568556772494108
primerclass 0.000415915707749896
bust 0.011645639816997089
chase 0.006931928462498267
children 0.020102592541244975
doughnut 0.000415915707749896
jam 0.0026341328157493413
doll 0.001663662830999584
hymnbook 0.000415915707749896
tract 0.0005545542769998614
teacher 0.0015250242617496188
drop 0.03091640094274227
quixot 0.0006931928462498268
enchant 0.003188687092749203
treasur 0.009011507001247747
enemi 0.051018993483987245
magician 0.001663662830999584
infant 0.002772771384999307
spite 0.00623873561624844
numskul 0.0009704699847497574
«why» 0.001247747123249688
geni 0.001663662830999584
hash 0.0006931928462498268
jack 0.00804103701649799
robinson 0.0026341328157493413
tall 0.039789269374740054
church» 0.0018023014002495495
«well» 0.0047137113544988216
«spose 0.0006931928462498268
uscant 0.000415915707749896
then» 0.0026341328157493413
them» 0.004990988492998752
rub 0.010813808401497297
tin 0.010675169832247332
lamp 0.013032025509496743
iron 0.01427977263274643
ring 0.13378621932621657
thunder 0.011368362678497158
lightn 0.010675169832247332
arip 0.000415915707749896
arol 0.000415915707749896
shottow 0.000831831415499792
belt 0.010536531262997365
superintend 0.0015250242617496188
itor 0.000415915707749896
man» 0.001247747123249688
so» 0.0029114099542492723
whoever 0.0041591570774989605
theyv 0.008179675585747954
build 0.010259254124497436
palac 0.004297795646748925
forti 0.00804103701649799
fill 0.0343823651739914
full 0.053098572022736726
chewinggum 0.000415915707749896
emperor 0.0006931928462498268
daughter 0.018300291140995423
china 0.0018023014002495495
marri 0.014695688340496326
itand 0.0015250242617496188
sunup 0.0022182171079994455
waltz 0.002772771384999307
wherev 0.006516012754748371
understand» 0.000415915707749896
pack 0.01940939969499515
flathead 0.0009704699847497574
stead 0.0037432413697490643
moreif 0.000415915707749896
jericho 0.000831831415499792
lamp» 0.000415915707749896
whether 0.026202689588243448
not» 0.0006931928462498268
high 0.08609455150422847
church 0.012893386940246776
climb 0.0415915707749896
highest 0.0030500485234992375
country» 0.0006931928462498268
«shuck 0.0015250242617496188
somehowperfect 0.000415915707749896
saphead» 0.000415915707749896
injun 0.003327325661999168
calcul 0.0029114099542492723
sell 0.012061555524746985
none 0.03770969083599057
iv 0.0020795785387494803
winter 0.010536531262997365
school 0.010675169832247332
spell 0.011091085539997228
multipl 0.001663662830999584
thirtyf 0.0022182171079994455
mathemat 0.000415915707749896
hate 0.015111604048246222
hookey 0.000415915707749896
hide 0.023845833910994037
easier 0.005961458477748509
raspi 0.0006931928462498268
tight 0.010120615555247469
weather 0.01635935117149591
slide 0.007763759877998059
bit 0.052405379176486896
slow 0.03147095521974213
satisfactori 0.001247747123249688
asham 0.003188687092749203
saltcellar 0.000415915707749896
breakfast 0.01996395397199501
reach 0.04478025786773881
quick 0.0244003881879939
throw 0.022459448218494386
left 0.12338832663246915
«take 0.0023568556772494108
mess 0.0029114099542492723
making» 0.000415915707749896
shaki 0.0011091085539997228
lowspirit 0.0005545542769998614
watchout 0.000415915707749896
front 0.028143629557742963
stile 0.0023568556772494108
board 0.007902398447248025
inch 0.005684181339248579
snow 0.013032025509496743
quarri 0.0011091085539997228
funni 0.00804103701649799
curiou 0.007209205600998198
follow 0.08512408151947871
bootheel 0.000415915707749896
shin 0.004020518508248995
interest» 0.000415915707749896
«no 0.016497989740745875
sir» 0.0022182171079994455
me» 0.005268265631498683
ye 0.08623319007347845
halfyearli 0.000415915707749896
nightov 0.000415915707749896
fifti 0.009150145570497712
quit 0.04547345071398863
fortun 0.011091085539997228
invest 0.001247747123249688
youll 0.00984333841674754
spend 0.004436434215998891
it» 0.022459448218494386
—nor 0.000415915707749896
nuther 0.0034659642312491333
youth 0.009288784139747678
all» 0.0026341328157493413
surpris 0.022736725356994315
boy» 0.0023568556772494108
question 0.031055039511992236
pleas 0.023707195341744074
—wont 0.000415915707749896
you» 0.011091085539997228
puzzl 0.004297795646748925
matter» 0.000415915707749896
«pleas 0.0009704699847497574
«and 0.004852349923748787
nothingthen 0.000415915707749896
lies» 0.0009704699847497574
studi 0.017329821156245668
«ohoo 0.000415915707749896
properti 0.005268265631498683
menot 0.000415915707749896
idea» 0.000415915707749896
«there 0.0029114099542492723
bought 0.007209205600998198
paid 0.008872868431997782
here 0.004020518508248995
hairbal 0.003327325661999168
fist 0.0038818799389990295
fourth 0.006793289893248302
stomach 0.0041591570774989605
ox 0.001247747123249688
magic 0.0047137113544988216
spirit 0.014557049771246361
stay 0.0451961735754887
held 0.04089837792873977
floor 0.02828226812699293
solid 0.009427422708997643
roll 0.031332316650492166
act 0.013725218355746568
counterfeit 0.0006931928462498268
quarter 0.012616109801746846
brass 0.006931928462498267
nohow 0.0026341328157493413
greasi 0.003327325661999168
smelt 0.002772771384999307
manag 0.008734229862747817
split 0.004297795646748925
raw 0.0037432413697490643
irish 0.016636628309995842
potato 0.005129627062248718
alon 0.045612089283238594
«yo 0.000415915707749896
ole 0.007763759877998059
doan 0.008872868431997782
yit 0.0029114099542492723
agwyn 0.0026341328157493413
spec 0.0026341328157493413
hell 0.015666158325246083
en 0.07708304450298073
den 0.009981976985997504
agin 0.00804103701649799
de 0.09469014279772633
be 0.0018023014002495495
re 0.0015250242617496188
dey 0.02342991820324414
angel 0.004020518508248995
hoverin 0.000415915707749896
roun 0.003188687092749203
uv 0.0030500485234992375
white 0.10980174684597255
shini 0.0018023014002495495
tother 0.010952446970747261
black 0.1111881325384722
git 0.01635935117149591
sail 0.01427977263274643
la 0.009288784139747678
yo 0.004436434215998891
life 0.05185082489948704
joy 0.018300291140995423
hurt 0.021488978233744627
you 0.00623873561624844
gal 0.0006931928462498268
flyin 0.000415915707749896
po 0.003327325661999168
fust 0.0015250242617496188
fum 0.000415915707749896
kase 0.0029114099542492723
bill 0.01608207403299598
dat 0.024816303895743796
hung» 0.000415915707749896
sat 0.05545542769998613
paphi 0.000415915707749896
v 0.0034659642312491333
shut 0.025786773880493552
tan 0.002495494246499376
mistakenthat 0.000415915707749896
jolt 0.0018023014002495495
may 0.1296270622487176
hitch 0.003604602800499099
unexpect 0.003327325661999168
bothr 0.000415915707749896
tangl 0.0041591570774989605
vine 0.002772771384999307
gray 0.004020518508248995
mixedup 0.0013863856924996535
whisker 0.0018023014002495495
color 0.0013863856924996535
flesh 0.007763759877998059
crawla 0.000415915707749896
